election_id,candidate_id,candidate_name,affiliation_id,affiliation_party,overview
nj.uscongress.1791,HJ0385,John Harring,NA,NA,365
nj.uscongress.1791,HJ0386,Joseph Hugg,NA,NA,356
nj.uscongress.1791,DS0108,Samuel Dick,NA,NA,210
nj.uscongress.1791,BJ0588,John Bayard,NA,NA,196
nj.uscongress.1791,SJ0523,Job Smith,NA,NA,158
nj.uscongress.1791,EE0016,Ebenezer Elmer,NA,NA,157
nj.uscongress.1791,OA0023,Abraham Ogden,NA,NA,103
nj.uscongress.1791,EJ0093,Jeremiah Elbridge,NA,NA,69
nj.uscongress.1791,DF0014,Franklin Davenport,A01,Federalist,53
nj.uscongress.1791,HR0099,Robert L. Hooper,NA,NA,50
nj.uscongress.1791,SS0153,Samuel Sharp,NA,NA,35
nj.uscongress.1791,HR0100,Richard Howell,NA,NA,33
nj.uscongress.1791,HC0052,Cornelius Hunnison,NA,NA,32
nj.uscongress.1791,BJ0589,Joseph Bloomfield,NA,NA,22
nj.uscongress.1791,LB0030,Bateman Lloyd,NA,NA,21
nj.uscongress.1791,PJ0264,James Parker,NA,NA,21
nj.uscongress.1791,CA0072,Archibald Campbell,NA,NA,19
nj.uscongress.1791,IW0000,William Eugene Imlay,NA,NA,15
nj.uscongress.1791,LG0015,Garret Leydecker,NA,NA,8
nj.uscongress.1791,CJ0388,James Cadwalader,NA,NA,4
nj.uscongress.1791,LH0024,Henry Land,NA,NA,4
nj.uscongress.1791,RA0022,Abraham Ryerson,NA,NA,4
nj.uscongress.1791,BJ0590,John Benson,NA,NA,3
nj.uscongress.1791,HE0075,Ebenezer Howell,NA,NA,3
nj.uscongress.1791,HR0101,Robert Hooper,NA,NA,2
nj.uscongress.1791,SA0107,Adonijah Schuyler,NA,NA,2
nj.uscongress.1791,DG0026,George Dooremus,NA,NA,1
nj.uscongress.1792,BJ0587,John Beatty,A01,Federalist,6993
nj.uscongress.1792,DJ0209,Jonathan Dayton,A01,Federalist,5731
nj.uscongress.1792,CA0071,Abraham Clark,NA,NA,5035
nj.uscongress.1792,BE0179,Elias Boudinot,A01,Federalist,4631
nj.uscongress.1792,CL0010,Lambert Cadwalader,A01,Federalist,4325
nj.uscongress.1792,ST0147,Thomas Sinnickson,A01,Federalist,3704
nj.uscongress.1792,KA0023,Aaron Kitchel,NA,NA,3656
nj.uscongress.1792,LJ0151,James Linn,NA,NA,2222
nj.uscongress.1792,EJ0094,Jonathan Elmer,A01,Federalist,1881
nj.uscongress.1792,DS0108,Samuel Dick,NA,NA,1757
nj.uscongress.1792,HT0100,Thomas Henderson,A01,Federalist,1251
nj.uscongress.1792,SJ0524,Joseph Smith,NA,NA,323
nj.uscongress.1792,CJ0383,John Chetwood,NA,NA,284
nj.uscongress.1792,WJ0338,John Witherspoon,NA,NA,271
nj.uscongress.1792,BJ0588,John Bayard,NA,NA,253
nj.uscongress.1792,HJ0385,John Harring,NA,NA,240
nj.uscongress.1792,AJ0153,James F. Armstrong,NA,NA,118
nj.uscongress.1792,DE0029,Elias Dayton,NA,NA,113
nj.uscongress.1792,BJ0589,Joseph Bloomfield,NA,NA,98
nj.uscongress.1792,FF0012,Frederick Frelinghuysen,A01,Federalist,8
nj.uscongress.1792,SJ0522,James Schureman,NA,NA,2
nj.uscongress.1792,KJ0079,James Kinsey,NA,NA,2
nj.uscongress.1792,KA0027,Abraham Kitchell,NA,NA,NA
nj.uscongress.1795,DJ0209,Jonathan Dayton,A01,Federalist,5630
nj.uscongress.1795,KA0023,Aaron Kitchel,NA,Democratic-Republican,4538
nj.uscongress.1795,HT0100,Thomas Henderson,A01,Federalist,3865
nj.uscongress.1795,SI0045,Isaac Smith,NA,Federalist,3285
nj.uscongress.1795,TM0030,Mark Thompson,NA,Federalist,3251
nj.uscongress.1795,ST0147,Thomas Sinnickson,A01,Federalist,3117
nj.uscongress.1795,BJ0589,Joseph Bloomfield,NA,NA,2736
nj.uscongress.1795,BJ0587,John Beatty,A01,Federalist,2656
nj.uscongress.1795,LJ0151,James Linn,NA,NA,2592
nj.uscongress.1795,EE0016,Ebenezer Elmer,NA,NA,2390
nj.uscongress.1795,SJ0522,James Schureman,NA,NA,1685
nj.uscongress.1795,CL0010,Lambert Cadwallader,NA,NA,1642
nj.uscongress.1795,SR0120,Richard Smith,NA,NA,1222
nj.uscongress.1795,SC0069,Charles Stewart,NA,NA,969
nj.uscongress.1795,EJ0094,Jonathan Elmer,A01,Federalist,848
nj.uscongress.1795,HJ0385,John Harring,NA,NA,593
nj.uscongress.1795,OR0010,Robert Ogden,NA,NA,283
nj.uscongress.1795,AJ0153,James F. Armstrong,NA,NA,62
nj.uscongress.1795,VB0016,Benjamin Van Cleve,NA,NA,NA
nj.uscongress.1795,MA0098,Archibald Mercer,NA,NA,NA
nj.uscongress.1795,DP0018,Philemon Dickinson,NA,NA,NA
nj.uscongress.1795,WM0049,Matthias Williamson,NA,NA,NA
nj.uscongress.1795,LT0048,Thomas Lowry,NA,NA,NA
nj.uscongress.1795,AD0004,David Austin,NA,NA,NA
nj.uscongress.1795,MJ0243,John Mills,NA,NA,NA
nj.uscongress.1795,OJ0054,Jonathan Ogden,NA,NA,NA
nj.uscongress.1795,SR0121,Richard Stockton,A01,Federalist,NA
nj.uscongress.1795,KA0027,Abraham Kitchel,NA,NA,NA
nj.uscongress.1797,DJ0209,Jonathan Dayton,A01,Federalist,7100
nj.uscongress.1797,TM0030,Mark Thompson,A01,Federalist,4698
nj.uscongress.1797,IJ0057,James H. Imlay,A01,Federalist,4333
nj.uscongress.1797,SJ0522,James Schureman,A01,Federalist,4204
nj.uscongress.1797,ST0147,Thomas Sinnickson,A01,Federalist,4090
nj.uscongress.1797,KA0023,Aaron Kitchell,A03,Democratic-Republican,3860
nj.uscongress.1797,BJ0589,Joseph Bloomfield,A03,Democratic-Republican,2485
nj.uscongress.1797,LJ0151,James Linn,A03,Democratic-Republican,2406
nj.uscongress.1797,EE0016,Ebenezer Elmer,A03,Democratic-Republican,2140
nj.uscongress.1797,CJ0382,John Condit,A03,Democratic-Republican,2076
nj.uscongress.1797,CW0093,William Crane,A01,Federalist,1597
nj.uscongress.1797,CJ0399,Joseph Cooper,A03,Democratic-Republican,1566
nj.uscongress.1797,HW0205,William Helms,A03,Democratic-Republican,1268
nj.uscongress.1797,LT0048,Thomas Lowrey,A01,Federalist,672
nj.uscongress.1797,EJ0094,Jonathan Elmer,A01,Federalist,589
nj.uscongress.1797,OJ0033,John Outwater,A01,Federalist,390
nj.uscongress.1797,SH0055,Henry Southard,A03,Democratic-Republican,361
nj.uscongress.1797,FG0015,Gabriel H. Ford,A01,Federalist,218
nj.uscongress.1797,LE0040,Elisha Lawrence,A01,Federalist,206
nj.uscongress.1797,WM0049,"Matthias Williamson, Jr.",A01,Federalist,138
nj.uscongress.1797,CS0064,Silas Condit,A03,Democratic-Republican,125
nj.uscongress.1797,HT0100,Thomas Henderson,A03,Democratic-Republican,119
nj.uscongress.1797,HP0008,Peter Haring,A03,Democratic-Republican,49
nj.uscongress.1797,DJ0215,John Doughty,A01,Federalist,48
nj.uscongress.1797,TJ0266,John Terrill,A01,Federalist,46
nj.uscongress.1797,DF0014,Franklin Davenport,A01,Federalist,44
nj.uscongress.1797,SS0154,Samuel S. Smith,A01,Federalist,44
nj.uscongress.1797,WA0095,Aaron D. Woodruff,A01,Federalist,33
nj.uscongress.1797,VJ0046,John W. Vancleve,A01,Federalist,26
nj.uscongress.1797,SM0059,Moses Scott,A03,Democratic-Republican,25
nj.uscongress.1797,WA0098,Abraham Westervelt,A03,Democratic-Republican,24
nj.uscongress.1797,CR0052,Richard Cox,A01,Federalist,22
nj.uscongress.1797,BW0171,William B. Bell,A01,Federalist,13
nj.uscongress.1797,WJ0344,John J. Westervelt,A03,Democratic-Republican,13
nj.uscongress.1797,AJ0157,James Ackerman,A01,Federalist,10
nj.uscongress.1797,MA0097,Alexander C. MacWhortes,A01,Federalist,10
nj.uscongress.1797,LW0095,William Linn,A03,Democratic-Republican,8
nj.uscongress.1797,OA0025,Aaron Ogden,A01,Federalist,5
nj.uscongress.1797,HJ0393,James Henry,A01,Federalist,3
nj.uscongress.1797,NJ0051,John Neilson,A01,Federalist,2
nj.uscongress.1797,WA0097,Anthony W. White,A01,Federalist,1
nj.uscongress.eastern.1798,CJ0382,John Condit,A03,Democratic-Republican,3378
nj.uscongress.eastern.1798,SJ0522,James Schureman,A01,Federalist,3054
nj.uscongress.middle.1798,IJ0057,James H. Imlay,A01,Federalist,1614
nj.uscongress.middle.1798,HT0100,Thomas Henderson,A03,Democratic-Republican,379
nj.uscongress.middle.1798,IW0000,William E. Imlay,A03,Democratic-Republican,27
nj.uscongress.northern.1798,KA0023,Aaron Kitchell,A03,Democratic-Republican,3399
nj.uscongress.northern.1798,TM0030,Mark Thompson,A01,Federalist,1377
nj.uscongress.southern.1798,DF0014,Franklin Davenport,A01,Federalist,1644
nj.uscongress.southern.1798,EJ0094,Jonathan Elmer,A03,Democratic-Republican,1266
nj.uscongress.southern.1798,ST0147,Thomas Sinnickson,A01,Federalist,2
nj.uscongress.western.1798,LJ0151,James Linn,A03,Democratic-Republican,1496
nj.uscongress.western.1798,SS0155,Samuel R. Stewart,A01,Federalist,969
nj.uscongress.western.1798,MA0098,Archibald Mercer,A01,Federalist,679
nj.congress.1800,MJ0399,James Mott,A03,Democratic-Republican,14726
nj.congress.1800,EE0016,Ebenezer Elmer,A03,Democratic-Republican,14637
nj.congress.1800,CJ0382,John Condit,A03,Democratic-Republican,14614
nj.congress.1800,HW0205,William Helms,A03,Democratic-Republican,14602
nj.congress.1800,SH0055,Henry Southard,A03,Democratic-Republican,14547
nj.congress.1800,OA0025,Aaron Ogden,A01,Federalist,14177
nj.congress.1800,VP0002,Peter D. Vroom,A01,Federalist,14118
nj.congress.1800,IJ0057,James H. Imlay,A01,Federalist,14106
nj.congress.1800,DF0014,Franklin Davenport,A01,Federalist,14037
nj.congress.1800,CW0104,William Coxe,A01,Federalist,14026
nj.congress.1800,SW0048,William Southard,NA,NA,98
nj.congress.1800,KA0023,Aaron Kitchell,A03,Democratic-Republican,32
nj.congress.1800,CS0064,Silas Condit,A03,Democratic-Republican,25
nj.congress.1800,NT0008,Thomas Newbold,NA,NA,14
nj.congress.1800,KA0027,Abraham Kitchell,NA,NA,13
nj.congress.1800,FM0029,M. Furman,NA,NA,8
nj.congress.1800,LJ0012,Jonathan Lambert,NA,NA,2
nj.congress.1800,SA0103,Artis Seagrave,NA,NA,2
nj.congress.1800,MD0004,D. Marsh,NA,NA,2
nj.congress.1800,WW0142,W. Woodhull,NA,NA,2
nj.congress.1800,PW0145,William Parrett,A03,Democratic-Republican,1
nj.congress.1800,CJ0399,Joseph Cooper,NA,NA,1
nj.congress.1800,EJ0094,Jonathan Elmer,A01,Federalist,1
nj.congress.1800,CW0039,W. Camfield,NA,NA,1
nj.congress.1800,OJ0033,John Outwater,NA,NA,1
nj.congress.1800,SS0011,Stephen Sayre,NA,NA,1
nj.uscongress.1803,MJ0399,James Mott,A03,Democratic-Republican,13897
nj.uscongress.1803,SH0055,Henry Southard,A03,Democratic-Republican,13880
nj.uscongress.1803,HW0205,William Helmes,A03,Democratic-Republican,13839
nj.uscongress.1803,EE0016,Ebenezer Elmer,A03,Democratic-Republican,13795
nj.uscongress.1803,BA0122,Adam Boyd,A03,Democratic-Republican,13770
nj.uscongress.1803,SJ0553,James Sloan,A03,Democratic-Republican,13746
nj.uscongress.1803,OA0025,Aaron Ogden,A01,Federalist,381
nj.uscongress.1803,FF0012,Frederick Frelinghuysen,A01,Federalist,355
nj.uscongress.1803,CW0104,William Coxe,A01,Federalist,262
nj.uscongress.1803,IJ0057,James H. Imlay,A01,Federalist,218
nj.uscongress.1803,SR0121,Richard Stockton,A01,Federalist,210
nj.uscongress.1803,EJ0094,Jonathan Elmer,A01,Federalist,149
nj.uscongress.1803,TM0030,Mark Thompson,NA,NA,124
nj.uscongress.1803,SP0159,Peter Studiford,NA,NA,87
nj.uscongress.1803,DF0014,Franklin Davenport,A01,Federalist,63
nj.uscongress.1803,SJ0522,James Schureman,NA,NA,51
nj.uscongress.1803,KA0023,Aaron Kitchell,A03,Democratic-Republican,29
nj.uscongress.1803,CJ0382,John Condit,A03,Democratic-Republican,29
nj.uscongress.1803,LJ0153,John Lambert,A03,Democratic-Republican,22
nj.uscongress.1803,LJ0151,James Linn,A03,Democratic-Republican,20
nj.uscongress.1803,PW0135,William S. Pennington,A03,Democratic-Republican,18
nj.uscongress.1803,WM0049,"Matthias Williamson, Jr.",NA,NA,8
nj.uscongress.1803,DJ0215,John Doughty,NA,NA,7
nj.uscongress.1803,HA0008,Andrew Hunter,NA,NA,7
nj.uscongress.1803,NJ0051,John Neilson,A01,Federalist,6
nj.uscongress.1803,MA0097,Alexander MacWhorter,NA,NA,6
nj.uscongress.1803,DS0109,Silas Dickerson,A03,Democratic-Republican,5
nj.uscongress.1803,CW0098,William Campfield,NA,NA,4
nj.uscongress.1803,CJ0399,Joseph Cooper,NA,NA,3
nj.uscongress.1803,FJ0156,Joel Fithian,NA,NA,3
nj.uscongress.1803,PW0145,William Parret,NA,NA,2
nj.uscongress.1803,CJ0595,Joseph Crane,NA,NA,2
nj.uscongress.1803,DE0037,Ezra Darby,A03,Democratic-Republican,1
nj.uscongress.1803,KS0044,Samuel Kennedy,NA,NA,1
nj.uscongress.1803,SR0125,Robert Smith,NA,NA,1
nj.uscongress.1803,NT0008,Thomas Newbold,NA,NA,1
nj.uscongress.1804,SH0055,Henry Southard,A03,Democratic-Republican,13228
nj.uscongress.1804,EE0016,Ebenezer Elmer,A03,Democratic-Republican,13212
nj.uscongress.1804,LJ0153,John Lambert,A03,Democratic-Republican,13185
nj.uscongress.1804,HW0205,William Helmes,A03,Democratic-Republican,13157
nj.uscongress.1804,SJ0553,James Sloan,A03,Democratic-Republican,13068
nj.uscongress.1804,DE0037,Ezra Darby,A03,Democratic-Republican,13060
nj.uscongress.1804,OA0025,Aaron Ogden,A01,Federalist,136
nj.uscongress.1804,VP0002,Peter D. Vroom,A01,Federalist,117
nj.uscongress.1804,DF0014,Franklin Davenport,A01,Federalist,108
nj.uscongress.1804,IJ0057,James H. Imlay,A01,Federalist,107
nj.uscongress.1804,CL0010,Lambert Cadwallader,A01,Federalist,101
nj.uscongress.1804,CW0122,William Colefax,A01,Federalist,101
nj.uscongress.1804,SR0121,Richard Stockton,A01,Federalist,17
nj.uscongress.1804,DJ0215,John Doughty,A01,Federalist,8
nj.uscongress.1804,SI0045,Isaac Smith,A01,Federalist,5
nj.uscongress.1804,BJ0588,John Bayard,A01,Federalist,5
nj.uscongress.1804,CJ0399,Joseph Cooper,NA,NA,3
nj.uscongress.1804,MG0041,George C. Maxwell,NA,NA,3
nj.uscongress.1804,DS0109,Silas Dickerson,A03,Democratic-Republican,3
nj.uscongress.1804,BA0122,Adam Boyd,NA,NA,2
nj.uscongress.1804,MJ0011,John Mehelm,NA,NA,1
nj.uscongress.1804,HJ0423,Jacob Hufty,A01,Federalist,1
nj.uscongress.1804,BG0058,George Burgin,NA,NA,1
nj.uscongress.1804,AD0004,David Austin,NA,NA,1
nj.uscongress.1804,DJ0503,John Doty,NA,NA,1
nj.uscongress.1806,HW0205,William Helmes,A03,Democratic-Republican,14652
nj.uscongress.1806,NT0008,Thomas Newbold,A03,Democratic-Republican,12195
nj.uscongress.1806,SH0055,Henry Southard,A03,Democratic-Republican,12131
nj.uscongress.1806,DE0037,Ezra Darby,A03,Democratic-Republican,11676
nj.uscongress.1806,LJ0153,John Lambert,A03,Democratic-Republican,11520
nj.uscongress.1806,SJ0553,James Sloan,A03,Democratic-Republican,10959
nj.uscongress.1806,OA0025,Aaron Ogden,A01,Federalist,5789
nj.uscongress.1806,EE0016,Ebenezer Elmer,A01,Federalist,5703
nj.uscongress.1806,BJ0587,John Beatty,A01,Federalist,5243
nj.uscongress.1806,MG0041,George C. Maxwell,A01,Federalist,3824
nj.uscongress.1806,BA0122,Adam Boyd,A01,Federalist,3311
nj.uscongress.1806,DJ0209,Jonathan Dayton,A01,Federalist,713
nj.uscongress.1806,SR0121,Richard Stockton,A01,Federalist,581
nj.uscongress.1806,DF0014,Franklin Davenport,A01,Federalist,NA
nj.uscongress.1806,SJ0522,James Schureman,A01,Federalist,NA
nj.uscongress.1806,CL0013,Lewis Condict,NA,NA,NA
nj.uscongress.1806,IJ0057,James H. Imlay,A01,Federalist,NA
nj.uscongress.1806,EJ0094,Jonathan Elmer,A01,Federalist,NA
nj.uscongress.1806,CW0104,William Coxe,A01,Federalist,NA
nj.uscongress.1806,CW0098,William Campfield,A01,Federalist,NA
nj.uscongress.1806,HT0100,Thomas Henderson,A01,Federalist,NA
nj.uscongress.1806,ST0147,Thomas Sinnickson,A01,Federalist,NA
nj.uscongress.1806,SJ0547,John A. Scudder,NA,NA,NA
nj.uscongress.1806,NC0006,Caleb Newbold,NA,NA,NA
nj.uscongress.1806,CJ0399,Joseph Cooper,NA,NA,NA
nj.uscongress.1806,BJ0601,Joseph Budd,NA,NA,NA
nj.uscongress.1806,BG0058,George Burgin,NA,NA,NA
nj.uscongress.1806,MJ0399,James Mott,NA,NA,NA
nj.uscongress.1806,MI0028,Isaac Mickle,NA,NA,NA
nj.uscongress.1806,CA0077,Amos Cooper,NA,NA,NA
nj.uscongress.1806,BA0049,Aaron Bennett,NA,NA,NA
nj.uscongress.1806,DJ0215,John Doughty,NA,NA,NA
nj.uscongress.1808,SH0055,Henry Southard,A03,Democratic-Republican,18705
nj.uscongress.1808,BA0122,Adam Boyd,A03,Democratic-Republican,18691
nj.uscongress.1808,HW0205,William Helms,A03,Democratic-Republican,18684
nj.uscongress.1808,NT0008,Thomas Newbold,A03,Democratic-Republican,18657
nj.uscongress.1808,CJ0405,James Cox,A03,Democratic-Republican,18649
nj.uscongress.1808,HJ0423,Jacob Hufty,A03,Democratic-Republican,18586
nj.uscongress.1808,OA0025,Aaron Ogden,A01,Federalist,14609
nj.uscongress.1808,NJ0051,John Neilson,A01,Federalist,14673
nj.uscongress.1808,BJ0587,John Beatty,A01,Federalist,14702
nj.uscongress.1808,CW0104,William Coxe,A01,Federalist,14677
nj.uscongress.1808,CW0098,William Campfield,A01,Federalist,14677
nj.uscongress.1808,HS0123,Samuel W. Harrison,A01,Federalist,14496
nj.uscongress.1808,SJ0553,James Sloan,NA,NA,2
nj.uscongress.1808,SR0121,Richard Stockton,A01,Federalist,1
nj.uscongress.1808,LJ0153,John Lambert,NA,NA,1
nj.congress.1810,BA0122,Adam Boyd,A03,Democratic-Republican,13734
nj.congress.1810,CL0013,Lewis Condict,A03,Democratic-Republican,13720
nj.congress.1810,MG0041,George C. Maxwell,A03,Democratic-Republican,13696
nj.congress.1810,HJ0423,Jacob Hufty,A03,Democratic-Republican,13629
nj.congress.1810,NT0008,Thomas Newbold,A03,Democratic-Republican,13602
nj.congress.1810,MJ0401,James Morgan,A03,Democratic-Republican,13509
nj.congress.1810,OA0025,Aaron Ogden,A01,Federalist,524
nj.congress.1810,CW0104,William Coxe,A01,Federalist,341
nj.congress.1810,NJ0051,John Neilson,A01,Federalist,315
nj.congress.1810,SR0121,Richard Stockton,A01,Federalist,233
nj.congress.1810,ST0147,Thomas Sinnickson,A01,Federalist,195
nj.congress.1810,BJ0587,John Beatty,A01,Federalist,190
nj.congress.1810,DJ0215,John Doughty,A01,Federalist,107
nj.congress.1810,TJ0271,Jacob Thomson,NA,NA,57
nj.congress.1810,PJ0264,James Parker,A01,Federalist,39
nj.congress.1810,SJ0522,James Schureman,A01,Federalist,26
nj.congress.1810,CW0137,William Campfield,NA,NA,22
nj.congress.1810,HJ1007,John L. Howell,NA,NA,19
nj.congress.1810,EE0016,Ebenezer Elmer,NA,NA,14
nj.congress.1810,BS0160,Samuel Bayard,A01,Federalist,8
nj.congress.1810,SJ1188,J. Sipison,NA,NA,6
nj.congress.1810,SJ1173,John Simpson,NA,NA,2
nj.congress.1810,IJ0057,James H. Imlay,A01,Federalist,2
nj.congress.1810,SD0218,D. Stuart,NA,NA,1
nj.congress.1810,WJ0872,J. A. Westervelt,NA,NA,1
nj.congress.1810,LJ0197,John Linn,NA,NA,1
nj.uscongress1.1813,CL0013,Lewis Condit,A03,Democratic-Republican,7185
nj.uscongress1.1813,WT0111,Thomas Ward,A03,Democratic-Republican,7133
nj.uscongress1.1813,TJ0271,Jacob S. Thompson,A01,Federalist,2110
nj.uscongress1.1813,CJ0450,John M. Cumming,A01,Federalist,1814
nj.uscongress1.1813,BA0122,Adam Boyd,A01,Federalist,369
nj.uscongress1.1813,DJ0261,Joel Dodd,A03,Democratic-Republican,37
nj.uscongress1.1813,CS0064,Silas Condit,NA,NA,7
nj.uscongress1.1813,CC0052,Charles Clark,NA,NA,6
nj.uscongress1.1813,PW0135,William S. Pennington,NA,NA,6
nj.uscongress1.1813,SA0092,Abraham Shaver,NA,NA,2
nj.uscongress1.1813,DM0030,Mahlon Dickerson,NA,NA,2
nj.uscongress1.1813,VH0026,Henry Van Dalsen,NA,NA,1
nj.uscongress1.1813,PS0048,Samuel Pennington,NA,NA,1
nj.uscongress1.1813,TR0044,Robert Thompson,NA,NA,1
nj.uscongress2.1813,SJ0522,James Schureman,A01,Federalist,6852
nj.uscongress2.1813,SR0121,Richard Stockton,A01,Federalist,6826
nj.uscongress2.1813,SH0055,Henry Southard,A03,Democratic-Republican,5410
nj.uscongress2.1813,MJ0401,James Morgan,A03,Democratic-Republican,5342
nj.uscongress3.1813,CW0104,William Coxe,A01,Federalist,5029
nj.uscongress3.1813,HJ0423,Jacob Hufty,A01,Federalist,4996
nj.uscongress3.1813,EE0016,Ebenezer Elmer,A01,Federalist,34
nj.uscongress3.1813,HT0115,Thomas Hendry,A03,Democratic-Republican,18
nj.uscongress3.1813,SI0050,Isaiah Shinn,A03,Democratic-Republican,12
nj.uscongress3.1813,LJ0162,James Lee,NA,NA,3
nj.uscongress3.1813,DF0014,Franklin Davenport,A01,Federalist,2
nj.uscongress3.1813,HS0123,Samuel W. Harrison,NA,NA,1
nj.uscongress3.1813,EJ0094,Jonathan Elmer,A01,Federalist,1
nj.uscongress3.1813,CR0058,Richard M. Cooper,NA,NA,1
nj.uscongress3.1813,SJ0553,James Sloan,NA,NA,1
nj.uscongress3.1813,HG0137,Gervas Hall,NA,NA,1
nj.uscongress.1814,SH0055,Henry Southard,A03,Democratic-Republican,17859
nj.uscongress.1814,CL0013,Lewis Condit,A03,Democratic-Republican,17833
nj.uscongress.1814,BE0175,Ephraim Bateman,A03,Democratic-Republican,17803
nj.uscongress.1814,BE0168,Ezra Baker,A03,Democratic-Republican,17791
nj.uscongress.1814,BB0035,Benjamin Bennett,A03,Democratic-Republican,17776
nj.uscongress.1814,WT0111,Thomas Ward,A03,Democratic-Republican,17741
nj.uscongress.1814,FJ0154,John Frelinghuysen,A01,Federalist,16697
nj.uscongress.1814,CJ0450,John N. Cumming,A01,Federalist,16680
nj.uscongress.1814,PJ0264,James Parker,A01,Federalist,16666
nj.uscongress.1814,GJ0265,James Giles,A01,Federalist,16644
nj.uscongress.1814,HS0123,Samuel W. Harrison,A01,Federalist,16639
nj.uscongress.1814,TJ0271,Jacob S. Thompson,A01,Federalist,16598
nj.uscongress.1814,EW0062,William B. Ewing,NA,NA,1
nj.uscongress.1814,OA0025,Aaron Ogden,A01,Federalist,1
nj.uscongress.1816,LJ0197,John Linn,A03,Democratic-Republican,5691
nj.uscongress.1816,KC0008,Charles Kinsey,A03,Democratic-Republican,5589
nj.uscongress.1816,SH0055,Henry Southard,A03,Democratic-Republican,5544
nj.uscongress.1816,BJ0589,Joseph Bloomfield,A03,Democratic-Republican,5498
nj.uscongress.1816,BB0035,Benjamin Bennett,A03,Democratic-Republican,5472
nj.uscongress.1816,BE0175,Ephraim Bateman,A03,Democratic-Republican,5434
nj.uscongress.1816,FJ0154,John Frelinghuysen,A01,Federalist,102
nj.uscongress.1816,PJ0264,James Parker,A01,Federalist,86
nj.uscongress.1816,TJ0271,Jacob S. Thompson,A01,Federalist,85
nj.uscongress.1816,EC0012,Charles Ewing,NA,NA,84
nj.uscongress.1816,HS0123,Samuel W. Harrison,A01,Federalist,70
nj.uscongress.1816,CJ0834,John Cummings,NA,NA,54
nj.uscongress.1816,DF0014,Franklin Davenport,A01,Federalist,34
nj.uscongress.1816,JJ0112,John Johnson,NA,NA,29
nj.uscongress.1816,BE0179,Elias Boudinot,A01,Federalist,25
nj.uscongress.1816,GJ0265,James Giles,NA,NA,25
nj.uscongress.1816,CW0122,William Colfax,NA,NA,23
nj.uscongress.1816,KC0008,Charles Kinsey,NA,NA,16
nj.uscongress.1816,DJ0269,Jerediah Duboice,NA,NA,9
nj.uscongress.1816,DJ0209,Jonathan Dayton,A01,Federalist,8
nj.uscongress.1816,CI0009,Israel Canfield,NA,NA,8
nj.uscongress.1816,WI0019,Isaac Williamson,A03,Democratic-Republican,8
nj.uscongress.1816,NT0008,Thomas Newbold,NA,NA,8
nj.uscongress.1816,MW0179,William MacCullough,NA,NA,7
nj.uscongress.1816,HJ0996,Joseph C. Hornblower,A01,Federalist,7
nj.uscongress.1816,SS0165,Samuel Southard,NA,NA,7
nj.uscongress.1816,SI0050,Isaiah Shinn,NA,NA,6
nj.uscongress.1816,SJ1173,John Simpson,NA,NA,6
nj.uscongress.1816,OJ0033,John Outwater,NA,NA,6
nj.uscongress.1816,HG0137,Gervas Hale,NA,NA,4
nj.uscongress.1816,CR0051,Robert Colfax,NA,NA,4
nj.uscongress.1816,RR0029,Robert W. Rutherford,NA,NA,3
nj.uscongress.1816,KJ0269,John Kinsey,NA,NA,2
nj.uscongress.1816,SJ1223,John F. Smith,NA,NA,1
nj.uscongress.1816,RJ0608,John Rutherford,NA,NA,1
nj.uscongress.1816,WJ0884,James E. Wescott,NA,NA,1
nj.uscongress.1816,SB0049,Bernard Smith,NA,NA,1
nj.uscongress.1816,PS0048,Samuel Pennington,NA,NA,1
nj.uscongress.1816,TD0046,David Thompson,NA,NA,1
nj.uscongress.1816,VA0006,Aaron Vansyckel,NA,NA,1
nj.uscongress.1816,FF0017,Frederick Frelinghuysen,A01,Federalist,1
nj.uscongress.1816,SJ0530,Joseph Sharp,NA,NA,1
nj.uscongress.1818,BE0175,Ephraim Bateman,A03,Democratic-Republican,13949
nj.uscongress.1818,LJ0197,John Linn,A03,Democratic-Republican,13822
nj.uscongress.1818,BJ0589,Joseph Bloomfield,A03,Democratic-Republican,13159
nj.uscongress.1818,SB0049,Bernard Smith,A03,Democratic-Republican,12868
nj.uscongress.1818,SH0055,Henry Southard,A03,Democratic-Republican,12769
nj.uscongress.1818,CJ0382,John Condit,A03,Democratic-Republican,8640
nj.uscongress.1818,KC0008,Charles Kinsey,A03,Democratic-Republican,7219
nj.uscongress.1818,CL0013,Lewis Condit,A03,Democratic-Republican,888
nj.uscongress.1818,FJ0154,John Frelinghuysen,A01,Federalist,235
nj.uscongress.1818,BB0035,Benjamin Bennet,A03,Democratic-Republican,105
nj.uscongress.1818,PJ0506,Joseph Phillips,NA,NA,47
nj.uscongress.1818,PJ0264,James Parker,A01,Federalist,30
nj.uscongress.1818,OA0025,Aaron Ogden,A01,Federalist,28
nj.uscongress.1818,GW0076,William Griffith,A01,Federalist,26
nj.uscongress.1818,EC0012,Charles Ewing,NA,NA,21
nj.uscongress.1818,TJ0271,Jacob S. Thomson,NA,NA,18
nj.uscongress.1818,RW0004,William Rosell,NA,NA,15
nj.uscongress.1818,BA0022,Abraham Brown,NA,NA,15
nj.uscongress.1818,EW0062,William B. Ewing,NA,NA,13
nj.uscongress.1818,GJ0265,James Giles,NA,NA,12
nj.uscongress.1818,SE0048,Edward Sharp,NA,NA,12
