candidate_id,candidate_name
LC0067,"Ladson, Charles B."
LC0073,"Lynde, Cornelius"
LC0074,"Langdon, Chauncey"
LC0075,"Ludlow, Cornelius"
LC0084,"Lintch, Charles"
LC0085,"Leland, Charles"
LC0086,"Little, Charles"
LC0087,"Lewis, Charles B."
LC0088,"Lockwood, Caleb"
LC0089,"Longstreet, Christopher"
LD0000,"Logan, David"
LD0001,"Lane, Derick"
LD0002,"Leverton, Daniel"
LD0003,"Lackland, Dennis"
LD0004,"LeFevre, David"
LD0005,"Look, David"
LD0006,"Lupton, David"
LD0007,"Lamnsters, David"
LD0008,"Luptin, David"
LD0009,"Lake, Daniel"
LD0010,"Lockwood, D."
LD0011,"Lockwood, David"
LD0012,"Lane, Daniel"
LD0013,"LeRoy, Daniel"
LD0014,"Lewis, Daniel W."
LD0015,"Logan, David"
LD0016,"Lake, Daniel W."
LD0017,"Leatherman, Daniel"
LD0018,"Little, David"
LD0019,"Linder, Daniel"
LD0020,"Lamb, David"
LD0021,"Lloyd, David"
LD0022,"Lebo, Daniel"
LD0023,"Levering, Daniel"
LD0024,"Lemon, Daniel"
LD0025,"Logan, David"
LD0026,"Lawson, David"
LD0027,"Lee, Daniel"
LD0028,"Lellar, Daniel"
LD0029,"Long, David"
LD0030,"Little, David"
LD0031,"Lyberger, Daniel"
LD0032,"Landi, David"
LD0033,"Lee, Daniel"
LD0034,"Lawson, Daniel"
LD0035,"Lamborn, Daniel"
LD0036,"Lester, David"
LD0037,"Leet, Daniel"
LD0038,"Linn, Daniel"
LD0039,"Lea, David"
LD0040,"Legro, David"
LD0041,"Leech, David"
LD0042,"Levan, Daniel"
LD0043,"Lindsley, Demus"
LD0044,"Lamme, David"
LD0045,"Lane, David"
LD0046,"Leonard, Daniel"
LD0047,"Long, Dudley A."
LD0048,"Loring, David"
LD0049,"Livermore, Daniel"
LD0050,"Lamb, David, Jr."
LD0051,"Long, David"
LD0052,"Livingston, David"
LD0053,"Lynch, David"
LD0054,"Lyon, David"
LD0055,"Lashons, Davis"
LD0056,"Lutherland, David"
LD0057,"Lusee, David"
LD0058,"Little, Daniel"
LD0059,"Le Roy, David"
LD0060,"LeRoy, Daniel"
LD0061,"Lemmon, David"
LD0062,"Lucas, David"
LD0063,"Little, David"
LD0064,"Levering, Daniel"
LD0065,"Leverser, Derider"
LD0066,"Lewis, Daniel W."
LD0067,"Lodbell, Daniel"
LD0068,"Locke, Daniel"
LD0069,"Lynch, Daniel P."
LD0070,"Lenox, David"
LD0071,"Lapsley, David"
LD0072,"Leavitt, David"
LD0073,"Leverett, Daniel"
LD0074,"Leverett, David"
LD0075,"Leeds, Daniel"
LE0000,"Lambert, E. F."
LE0001,"Lathrop, Ezra"
LE0002,"Lickinson, Elisha"
LE0003,"L'Hommedieu, Ezra"
LE0004,"Lauvre, Evariste"
LE0005,"Lindsley, Eleazer"
LE0006,"Lincoln, Enoch"
LE0007,"Lyon, Ezekiel"
LE0008,"Lindsey, Edward S."
LE0009,"Lisles, Edwin"
LE0010,"Lewis, Eli"
LE0011,"Lewis, Elias"
LE0012,"Leonard, Ezekiel"
LE0013,"Laskey, Edward"
LE0014,"Low, Enoch"
LE0015,"Lloyd, Edward"
LE0016,"Lloyd, Edward, Jr."
LE0017,"Langham, Elias"
LE0018,"Lee, Edmund"
LE0019,"Lee, Elias"
LE0020,"Larimer, Ebenezer"
LE0021,"Lyman, Elihu"
LE0022,"Lyman, Elisha"
LE0023,"Lee, Elisha"
LE0024,"Lomard, Ebenezer"
LE0025,"Lamed, Ebenezer"
LE0026,"Lyman, Erastus"
LE0027,"Linthicum, Ezekiah"
LE0028,"Leggit, Elijah"
LE0029,"Lue, Ezekiel"
LE0030,"Leonard, Ebenezer"
LE0031,"Lewis, Eldad"
LE0032,"Little, Edward"
LE0033,"Leeland, Ebenezer"
LE0034,"Livermore, Edward L."
LE0035,"Larkin, E."
LE0036,"Littlefield, Enoch"
LE0037,"Livermore, Edward S."
LE0038,"Lewis, Elisha"
LE0039,"Ladd, Eliphalet"
LE0040,"Lawrence, Elisha"
LE0041,"Leeds, Enoch"
LE0042,"Lain, Eliazer"
LE0043,"Lawtell, Ephraim"
LE0044,"Livingston, Edward"
LE0045,"Lewis, Elijah"
LE0046,"Leonard, Enoch"
LE0047,"Libby, Elliot"
LE0048,"Lee, Elijah"
LE0049,"Lyon, Ebenezer"
LE0050,"Laight, Edward W."
LE0051,"Lee, Edmund Peer"
LE0052,"Livingston, Edward P."
LE0053,"Lockwood, Ezra"
LE0054,"Lord, Ebenezer"
LE0055,"Lewis, Elihu"
LE0056,"Le Roy, Elijah"
LE0057,"Leather, Ezekiel"
LE0058,"Leverich, Edward"
LE0059,"Lewis, Edward"
LE0060,"Looker, Edward"
LE0061,"Lord, Edward P."
LE0062,"Ludden, Ezra"
LE0063,"Leech, Ebenezer"
LE0064,"Lott, Edward"
LE0065,"Lindsley, Eleazer"
LE0066,"Litchfield, Elisha"
LE0067,"Lovell, Edward"
LE0068,"Lamb, Edward"
LE0069,"Lyman, Elias"
LE0070,"Luce, Elihu"
LE0071,"Lymon, Elijah"
LE0072,"Lence, Elihu"
LE0075,"Langham, Elias"
LE0076,"L'Homedien, Elias"
LE0082,"Lee, Elisha"
LE0083,"Lovett, Evan"
LE0084,"Lewis, Eli"
LE0085,"Ligler, Emanuel"
LE0086,"Lott, Edward"
LE0087,"Lewis, Elijah"
LE0088,"Lee, Elisha"
LE0089,"Lynch, Edward"
LE0090,"Logwood, Edmund"
LE0092,"Levy, Ezekiel"
LE0094,"Lucas, Edward, Jr."
LE0095,"Lewis, Edward"
LE0096,"Lundy, Etheldred H."
LF0000,"Lockett, Francis"
LF0001,"Leypold, Frederick"
LF0002,"Lamb, Francis"
LF0003,"Leaming, Furman"
LF0004,"Lewis, Francis, Jr."
LF0005,"Lane, Frederick"
LF0006,"Livingston, Frances"
LF0007,"Leeter, Frederick"
LF0008,"Losee, Francis"
LF0009,"Livingston, Francis A."
LF0010,"Locke, Francis A."
LF0011,"Lowry, Fielding"
LF0012,"Leopold, Frederick"
LF0013,"Lee, Franklin"
LF0014,"Lee, Francis L."
LF0015,"Lanier, Frederick"
LF0016,"Lenoir, Francis B."
LF0017,"Lewis, Francis, Jr."
LF0018,"Lewis, Freeman"
LF0019,"Lauderbrun, F."
LF0020,"Lytle, Francis"
LG0000,"Lamkin, Griffin"
LG0001,"Logan, George R."
LG0002,"Lewis, Granville"
LG0003,"Lowden, George"
LG0004,"Leech, George"
LG0005,"Little, George"
LG0006,"Lightner, George"
LG0007,"Lake, George"
LG0008,"Lansing, Gerrit G."
LG0009,"Lanham, George H."
LG0010,"Locher, George"
LG0011,"Leggit, Gabriel"
LG0012,"Lybrant, George"
LG0013,"Leigh, George S."
LG0014,"Lee, George"
LG0015,"Lydecker, Garret"
LG0016,"Lydecker, Garret A."
LG0017,"Lind, George"
LG0018,"Light, George C."
LG0019,"Linn, George"
LG0020,"Livingston, Gilbert"
LG0021,"Lindsay, George"
LG0022,"Luke, George"
LG0023,"Loveless, George"
LG0024,"Lansing, Garret Y."
LG0025,"Leet, Gideon"
LG0026,"Laton, Garret"
LG0027,"Lansing, Gerrit G."
LG0028,"Lea, George"
LG0029,"Leonard, George"
LG0030,"Lee, G."
LG0031,"Latimer, George"
LG0032,"Lenhart, Godfrey"
LG0033,"Lester, German"
LG0034,"Looker, Gideon"
LG0035,"Leonard, Gamaliel"
LG0036,"Lewis, George"
LG0037,"Lansing, Garrit G."
LG0038,"Lawrence, George"
LG0039,"Love, George"
LG0040,"Laur, George"
LG0041,"Lavingen, George M."
LG0042,"Logan, George"
LG0043,"Lewis, Guilford"
LG0044,"Lewis, George W."
LG0045,"Lush, Gilbert F."
LG0046,"Little, George"
LG0047,"Lankfort, George"
LG0048,"Lee, Gideon"
LG0049,"Lansing, Gerrit, Jr."
LG0050,"Logue, George"
LG0051,"Lawton, George"
LG0052,"Largan, George"
LG0053,"Lansing, Gerrit Y."
LG0054,"Lowry, George"
LG0055,"Lashells, George"
LG0056,"Lechner, George N."
LG0057,"Langdon, Garhardus"
LG0058,"Lane, George"
LG0059,"Lorah, George"
LG0060,"Long, George"
LG0061,"Lee, George"
LG0062,"Lagan, George"
LG0063,"Lotman, George"
LG0064,"Lightner, George"
LG0065,"Lehman, George F."
LG0066,"Lacey, Garret"
LG0067,"Leiper, George G."
LG0068,"Lescher, George"
LG0069,"Lowndes, George B."
LG0070,"Lecher, George"
LG0071,"Lane, George"
LG0074,"Leitner, George"
LG0075,"Lehrer, Godfrey"
LG0078,"Loneberger, George"
LG0079,"Logan, George"
LG0080,"Loyall, George"
LH0000,"Lodge, Henry"
LH0001,"Lattimer, Henry"
LH0002,"Leitheifer, H."
LH0003,"Laughton, Hugh"
LH0004,"Lyne, Henry"
LH0005,"Landrea, Honore"
LH0006,"Lake, Henry"
LH0007,"Loud, Henry"
LH0008,"Lemon, Henry"
LH0009,"Long, Henry K."
LH0010,"Little, Henry"
LH0011,"Lewis, Henry"
LH0012,"Lakehouse, Humphrey"
LH0013,"Levenworth, Henry"
LH0014,"Lockwood, Henry"
LH0015,"Lowther, Henry"
LH0016,"Lathrop, Horace"
LH0017,"Levens, Hezekiah"
LH0018,"Law, Henry"
LH0019,"Louther, Henry"
LH0020,"Low, Henderson P."
LH0021,"Lockwood, Horatio"
LH0022,"Lewis, Hezekiah"
LH0023,"Lane, Henry"
LH0024,"Land, Henry"
LH0025,"Lovel, Henry"
LH0026,"Livingston, Herman"
LH0027,"Lyle, Henry"
LH0028,"Le Roy, Henry"
LH0029,"Low, Henry"
LH0030,"Lewis, Henry"
LH0031,"Lawrence, Hart"
LH0032,"Livingston, Henry W."
LH0033,"Leonard, Henry"
LH0034,"Lehman, Henry"
LH0035,"Leiss, Henry"
LH0036,"Lake, Henry A."
LH0037,"Lord, Hezekiah"
LH0038,"Lee, Henry B."
LH0039,"Livingston, Henry A."
LH0040,"Luyker, Henry"
LH0041,"Lyker, Henry"
LH0042,"Lacroix, Hubert"
LH0043,"Lane, Henry"
LH0044,"Laverty, Henry"
LH0045,"Lewis, Henry S."
LH0046,"Lloyd, Hugh"
LH0047,"Lloyd, H."
LH0048,"Lebo, Henry"
LH0049,"Logan, Henry"
LH0050,"Lee, Hugh"
LH0051,"Lott, Henry"
LH0052,"Lindsey, Hugh"
LH0053,"Lloyd, Henry"
LH0054,"Long, Henry"
LH0055,"Lawrence, H."
LH0056,"Liebhart, Henry"
LH0057,"Leach, Hezekiah, Jr."
LH0058,"Lake, Henry, Jr."
LH0059,"Long, Henry"
LH0060,"Laurens, Henry"
LH0061,"Lane, Hardage"
LH0062,"Loomis, Horace"
LH0063,"Legare, Hugh S."
LH0064,"Lee, Henry"
LH0065,"Lee, Henry, Jr."
LH0066,"Le Roy, Herman"
LH0067,"Leamoar, H."
LH0068,"Lake, Henry"
LH0070,"Lawson, Henry C."
LH0071,"Lowell, Henry"
LH0072,"Lee, Hancock"
LH0073,"Latane, Henry W."
LH0074,"Little, Henry"
LH0200,"Le Roy, Herman"
LI0000,"Lefever, Isaac"
LI0001,"Lanear, Isaac"
LI0002,"Leggitt, Isaac"
LI0003,"Lamb, Isaac"
LI0004,"Lacey, Isaac W."
LI0005,"Lazarus, Isaac"
LI0006,"Lombard, Israel, Jr."
LI0007,"Lang, Isaac"
LI0008,"Lanning, Isaac"
LI0009,"Ledyard, Isaac"
LI0010,"Lefferts, Isaac"
LI0011,"Lyman, Isaac"
LI0012,"Lane, Iabez"
LI0013,"Lane, Isaac"
LI0014,"Lamb, Isaac"
LI0015,"Lundy, Isham G."
LI0016,"Lanier, Isaac"
LI0017,"Little, I."
LI0018,"Lightner, Ignatius"
LI0019,"Lancaster, Israel"
LI0020,"Lincoln, Isaac"
LI0021,"Leet, Isaac, Jr."
LI0022,"Leitner, Isaac"
LI0023,"Lawrence, Isaac"
LI0024,"Lanier, Isaac"
LI0025,"Love, Isaac"
LI0026,"Lawrence, Ire"
LI0027,"Leffler, Isaac"
LI0028,"Lockwood, Isaac"
LI0029,"Lassell, Israel"
LI0030,"Little, Isaac"
LI0031,"Lane, Isaac"
LI0032,"Lovejoy, Isaac"
LI0033,"Lapham, Isaac"
LI0034,"Lawrence, Isaac"
LI0035,"Lucas, Isaac"
LI0036,"Lum, Isaac"
LI0037,"Lanning, Isaac"
LI0038,"Lindsey, Ira"
LI0039,"Ludlam, Isaac T."
LI0040,"Leake, Isaac Q."
LI0041,"Leavett, Ivegar"
LI0042,"Lancaster, Israel"
LI0043,"Lippincott, Isaac K."
LJ0000,"Ludlum, James"
LJ0001,"Leake, John M."
LJ0002,"Lewis, John"
LJ0003,"Lucas, James H."
LJ0004,"Lay, J."
LJ0005,"Lanman, James"
LJ0006,"Lawton, James"
LJ0007,"Looker, John"
LJ0008,"Lane, Job"
LJ0009,"Layton, John"
LJ0010,"Lock, John"
LJ0011,"Ludden, John A."
LJ0012,"Lambert, Jonathan"
LJ0013,"Lansing, Jacob Ja."
LJ0014,"Larzelere, Jacob L."
LJ0015,"Lewis, Joseph"
LJ0016,"Lewis, Joel"
LJ0017,"Lockwood, John"
LJ0018,"Lamb, John"
LJ0019,"Lester, James"
LJ0020,"Lee, Joseph"
LJ0021,"London, John"
LJ0022,"Leathead, John"
LJ0023,"Lock, Joseph"
LJ0024,"Love, John T."
LJ0025,"Loyd, John"
LJ0026,"Lowell, James"
LJ0027,"Little, Jonathan"
LJ0028,"Lester, John"
LJ0029,"Leaming, Jeremiah"
LJ0030,"Lamater, Jacob De"
LJ0031,"Lemen, James"
LJ0032,"Lusk, John T."
LJ0033,"Lemen, James, Jr."
LJ0034,"Lane, John"
LJ0035,"Lindsey, John"
LJ0036,"Lansing, Jacob, Jr."
LJ0037,"Lofton, John G."
LJ0038,"Lockhart, John"
LJ0039,"Lord, Joshua"
LJ0040,"Lindly, Jonathan"
LJ0041,"Lane, Joseph"
LJ0042,"Law, John"
LJ0043,"Love, James Y."
LJ0044,"Lewis, J."
LJ0045,"Logan, John"
LJ0046,"Lawrence, John"
LJ0047,"Lawrence, Joseph W."
LJ0048,"Le Roy, Jacob"
LJ0049,"Lancaster, John"
LJ0050,"Logan, James"
LJ0051,"Lecompte, Joseph"
LJ0052,"Logan, John"
LJ0053,"Lloyd, John"
LJ0054,"Lansingh, Jeremiah"
LJ0055,"Livingston, James Duane"
LJ0056,"Ludlow, J. C."
LJ0057,"Lanna, Jean"
LJ0058,"Labatut, J. B."
LJ0059,"Landry, John"
LJ0060,"Lewis, Joshua"
LJ0061,"Labranche, J. L."
LJ0062,"Lewis, Joel"
LJ0063,"Leacock, John"
LJ0064,"Livingworth, John"
LJ0065,"Lefever, John J."
LJ0066,"Love, John"
LJ0067,"Leatherbury, John"
LJ0068,"Litchfield, James"
LJ0069,"Lee, John"
LJ0070,"Lloyd, James"
LJ0071,"Leigh, John"
LJ0072,"Lytlle, James"
LJ0073,"Linthicum, John"
LJ0074,"Lusby, John"
LJ0075,"Love, James R."
LJ0076,"Leigh, James"
LJ0077,"Lane, Joel"
LJ0078,"Littlejohn, Joseph B."
LJ0079,"Lucas, John"
LJ0080,"Latham, John"
LJ0081,"Lockhart, John"
LJ0082,"Lassiter, Jesse"
LJ0083,"Leech, John"
LJ0084,"Lingan, James M."
LJ0085,"Lloyd, James"
LJ0086,"Linn, Joseph"
LJ0087,"Lantz, Jacob"
LJ0088,"Lusby, John H."
LJ0089,"Lane, John H. D."
LJ0090,"Lambert, Jacob"
LJ0091,"Linn, John"
LJ0092,"Levering, Jesse"
LJ0093,"Lee, John"
LJ0094,"Ludwig, John"
LJ0095,"Lynch, John"
LJ0096,"Letchworth, John"
LJ0097,"Logan, James"
LJ0098,"Lansdale, John W."
LJ0099,"Leary, James P."
LJ0100,"Laird, John"
LJ0101,"Lawrence, Joseph"
LJ0102,"Learned, Jeremiah"
LJ0103,"Lowell, John"
LJ0104,"Long, James"
LJ0105,"Leland, Joseph"
LJ0106,"Lilly, Joseph"
LJ0107,"Lloyd, James, Jr."
LJ0108,"Lemmer, Jacob"
LJ0109,"Loyd, James"
LJ0110,"Lincoln, John W."
LJ0111,"Lynes, Joseph"
LJ0112,"Lott, John"
LJ0113,"Lynn, John"
LJ0114,"Loper, James"
LJ0115,"Lyon, James"
LJ0116,"Ladson, James"
LJ0117,"Law, John"
LJ0118,"Lord, Joseph"
LJ0119,"Lowry, John J."
LJ0120,"Leftwich, Joel"
LJ0121,"Langhorne, James H."
LJ0122,"Lisim, John"
LJ0123,"Lucas, John B.C."
LJ0124,"Long, James"
LJ0125,"Lexson, John"
LJ0126,"Laknan, James"
LJ0127,"Langdon, John"
LJ0128,"Libbey, Jeremiah"
LJ0129,"Lloyd, James"
LJ0130,"Lincoln, James"
LJ0131,"Loder, John"
LJ0132,"Latimer, James"
LJ0133,"Lanier, James W."
LJ0134,"Loring, Jesse"
LJ0135,"Leist, John"
LJ0136,"Lenox, John"
LJ0137,"Lucas, Joshua"
LJ0138,"Lodge, Jozabad"
LJ0139,"Lacy, John M."
LJ0140,"Lidey, John"
LJ0141,"Ladwick, John"
LJ0142,"Lindsey, John"
LJ0143,"Larmar, James"
LJ0144,"Leeper, James"
LJ0145,"Lewis, John"
LJ0146,"Lowden, James"
LJ0147,"Lynch, Jonathan"
LJ0148,"Leiper, James"
LJ0149,"Lippincott, Job"
LJ0150,"Lindley, John"
LJ0151,"Linn, James"
LJ0152,"Lincoln, Joseph"
LJ0153,"Lambert, John"
LJ0154,"Linger, John M."
LJ0159,"Lambert, James"
LJ0160,"Lee, John"
LJ0161,"Logan, John"
LJ0162,"Lee, James"
LJ0163,"Lloyd, John"
LJ0164,"Lanning, John, Jr."
LJ0165,"Linton, John"
LJ0166,"Leavitt, John"
LJ0167,"Love, John, Jr."
LJ0168,"Lowring, Jesse"
LJ0169,"Lewis, John"
LJ0170,"Laughlan, John"
LJ0171,"Lacey, John"
LJ0172,"Ludlow, James"
LJ0173,"Ladd, Jesse"
LJ0174,"Lathrop, James W."
LJ0175,"Laird, John"
LJ0176,"Lloyd, James"
LJ0177,"Long, Jacob"
LJ0178,"Ludlow, John B."
LJ0179,"Lyman, Joseph, Jr."
LJ0180,"Leonard, Jonathan"
LJ0181,"Little, Josiah"
LJ0182,"Leavit, Jonathan"
LJ0183,"Lewis, John"
LJ0184,"Locke, John"
LJ0185,"Lord, John"
LJ0186,"Le Favor, John"
LJ0187,"Lee, Joseph"
LJ0188,"Lefert, Joseph"
LJ0189,"Lee, James"
LJ0190,"Louas, John"
LJ0191,"Ludden, Joseph"
LJ0192,"Losey, Jacob"
LJ0193,"Lyman, Jonathan H."
LJ0194,"Lilley, John S."
LJ0195,"Loring, John"
LJ0196,"Locke, Joseph"
LJ0197,"Linn, John"
LJ0198,"Lawson, Jonathan"
LJ0199,"Lore, John"
LJ0200,"Libbey, Jonas"
LJ0201,"Loring, John"
LJ0202,"Lock, Joseph"
LJ0203,"Larmon, John"
LJ0204,"Laynard, John, Jr."
LJ0205,"Lumner, Joseph"
LJ0206,"Lambert, James"
LJ0207,"Lowe, John"
LJ0208,"Locke, Joseph"
LJ0209,"Lincoln, John"
LJ0210,"Lunt, James"
LJ0211,"Lillie, John"
LJ0212,"Lyman, Joseph"
LJ0213,"Lansing, John, Jr."
LJ0214,"Livingston, John"
LJ0215,"Lewis, James"
LJ0216,"Livingston, James"
LJ0217,"Legg, John"
LJ0218,"Laurence, John"
LJ0219,"Long, John"
LJ0220,"Larzelere, John"
LJ0221,"Lovett, John"
LJ0222,"Leland, Joshua"
LJ0223,"Lincklain, John"
LJ0224,"Lamb, John"
LJ0225,"Leonard, Jacob W."
LJ0226,"Landon, Jared"
LJ0227,"Laurent, John"
LJ0228,"Lowell, Joseph"
LJ0229,"Lansing, James"
LJ0230,"Lewis, Joshua"
LJ0231,"Locke, James"
LJ0232,"Livingston, John R."
LJ0233,"Lee, Joel"
LJ0234,"Lake, Joseph"
LJ0235,"Laws, John"
LJ0236,"Lefferts, John"
LJ0237,"Langley, John"
LJ0238,"Lott, Jeremiah"
LJ0239,"LeCompte, John"
LJ0240,"Lydacker, John"
LJ0241,"Lorillard, Jacob"
LJ0242,"Little, James"
LJ0243,"Lewis, Jonathan"
LJ0244,"Leavit, Joseph"
LJ0245,"Lounsberry, John"
LJ0246,"Lyman, Joseph S."
LJ0247,"Lawrence, Joseph"
LJ0248,"Lewis, John P."
LJ0249,"Lequear, John"
LJ0250,"Law, Joseph L."
LJ0251,"Leach, John"
LJ0252,"Little, Jacob"
LJ0253,"Leach, Jacob"
LJ0254,"Lyondon, James"
LJ0255,"Lent, James"
LJ0256,"Lynch, James"
LJ0257,"Lynde, John"
LJ0258,"Lefavor, John"
LJ0259,"Leigh, John"
LJ0260,"Liggett, James"
LJ0261,"Lindley, Jonathan"
LJ0262,"Lilley, Joseph"
LJ0263,"Leary, Job"
LJ0264,"Legrand, James"
LJ0265,"Lyndon, Josiah"
LJ0266,"Lindsay, John"
LJ0267,"Lilly, John"
LJ0268,"Long, James"
LJ0269,"Lane, John"
LJ0270,"Longmere, John"
LJ0271,"Long, John, Jr."
LJ0272,"Lowry, James"
LJ0273,"Lucas, Jonathan"
LJ0274,"Larkin, James"
LJ0275,"Lapthrop, John"
LJ0276,"Liles, Jonas"
LJ0277,"Latham, John"
LJ0278,"Lamb, Joseph"
LJ0279,"Lawrence, John L."
LJ0280,"Leveridge, John"
LJ0281,"Lincklaen, John"
LJ0282,"Lodwick, John"
LJ0283,"Lewis, Joseph"
LJ0284,"Ludlow, John"
LJ0285,"Loughburg, John"
LJ0286,"Long, James"
LJ0287,"Leavitt, John, Sr."
LJ0288,"Leavitt, John, Jr."
LJ0289,"Lockhart, Josiah"
LJ0290,"Lockhart, Joseph"
LJ0291,"Low, John"
LJ0292,"Leigh, Jonathan"
LJ0293,"Lord, Joseph"
LJ0294,"Lamb, Joshua"
LJ0295,"Lindsay, Jacob"
LJ0296,"Laughlin, John"
LJ0297,"Lee, Joshua"
LJ0298,"Lowry, John"
LJ0299,"Lawrence, John"
LJ0300,"Lewis, Joseph"
LJ0301,"Loughery, John"
LJ0302,"Loughry, John"
LJ0303,"Lucas, John"
LJ0304,"Larwill, Joseph H."
LJ0305,"Lamberton, James"
LJ0306,"Lorentz, Joseph"
LJ0307,"Leacock, John"
LJ0308,"La Grange, James"
LJ0309,"Laytor, John"
LJ0310,"Lee, John"
LJ0311,"Lusk, James"
LJ0312,"Lerch, Jacob"
LJ0313,"Loomis, John J."
LJ0314,"Lyttle, John"
LJ0315,"Lee, Jonathan"
LJ0316,"Louden, John"
LJ0317,"Leech, John"
LJ0318,"Lucas, John"
LJ0319,"Light, John"
LJ0320,"Lawerswyler, Jacob"
LJ0321,"Lansing, Jacob John"
LJ0322,"Logan, James"
LJ0323,"Leet, Jonathan"
LJ0324,"Lawrence, Jonathan, Jr."
LJ0325,"Loomis, Jerome"
LJ0326,"Light, John"
LJ0327,"Lytle, John"
LJ0328,"Lardner, John"
LJ0329,"Livingston, James L."
LJ0330,"Lyttle, John, Jr."
LJ0331,"Lowndes, Joseph"
LJ0332,"Lusk, James"
LJ0333,"Lyon, John"
LJ0334,"Lewis, Josiah"
LJ0335,"Law, James"
LJ0336,"Lelless, John"
LJ0337,"Lucas, John B."
LJ0338,"Lawrence, James P."
LJ0339,"Lindsley, John"
LJ0340,"Lashie, John"
LJ0341,"Lockhart, James"
LJ0342,"Lefever, Joseph"
LJ0343,"Latten, Jonathan A."
LJ0344,"Laird, James"
LJ0345,"Lester, John M."
LJ0346,"Lawson, Joseph"
LJ0347,"Lay, John"
LJ0348,"Lansing, Jacob J."
LJ0349,"Lowry, James"
LJ0350,"Lansing, Jacob C."
LJ0351,"Longstreth, John"
LJ0352,"Lobingier, John"
LJ0353,"Lynde, John"
LJ0354,"Lloyd, John"
LJ0355,"Lynch, Jesse"
LJ0356,"Lasher, Joshua"
LJ0357,"Lynch, Joshua"
LJ0358,"Lawrence, John"
LJ0359,"Lefever, Joseph"
LJ0360,"Lewis, Jonathan"
LJ0361,"Lenoize, John"
LJ0362,"Lyons, James"
LJ0363,"Lyle, John"
LJ0364,"Lincoln, Joseph"
LJ0365,"Lewis, Joseph S."
LJ0366,"Lawyer, John D."
LJ0367,"Limber, John"
LJ0368,"Loan, Jacob"
LJ0369,"Lowrey, James"
LJ0370,"Lamatter, Jacob D."
LJ0371,"Landon, John D."
LJ0372,"Lobb, Jesse"
LJ0373,"Lupton, James, Jr."
LJ0374,"Langdon, John"
LJ0375,"Lean, Jared W."
LJ0376,"Lake, James"
LJ0377,"Lincoln, John"
LJ0378,"Layler, John"
LJ0379,"Lambert, John"
LJ0380,"Livingston, James"
LJ0381,"Lippencott, Joshua"
LJ0382,"Lefever, John J."
LJ0383,"Low, John J."
LJ0384,"Lincklean, John"
LJ0385,"Labinger, John"
LJ0386,"Lawson, John D."
LJ0387,"Lewis, Joshua"
LJ0388,"Lloyd, John"
LJ0389,"Lewis, John, Jr."
LJ0390,"Lapham, Jonathan"
LJ0391,"Laucks, Jacob"
LJ0392,"Long, Jacob"
LJ0393,"Leonard, James"
LJ0394,"Lark, Jacob"
LJ0395,"Levan, Jacob"
LJ0396,"Lousbery, James"
LJ0397,"Linton, John"
LJ0398,"Lukens, Jonathan"
LJ0399,"Little, Jacob"
LJ0400,"Lytle, John"
LJ0401,"Lake, John"
LJ0402,"Lohra, John"
LJ0403,"Love, John"
LJ0404,"Lamb, John"
LJ0405,"Lightner, Joel"
LJ0406,"Lounsbury, Jabez D."
LJ0407,"Lumsbary, James"
LJ0408,"Laundon, John"
LJ0409,"Lyon, James"
LJ0410,"Laughlin, John"
LJ0411,"Lusk, James"
LJ0412,"Livingston, James S."
LJ0413,"Lansing, Jacob H."
LJ0414,"Lechner, Jacob"
LJ0415,"Leveredge, John"
LJ0416,"Lawson, J."
LJ0417,"Lake, Joseph"
LJ0418,"Lowber, John C."
LJ0419,"Leibhart, Jacob"
LJ0420,"Lindlay, Jacob, Jr."
LJ0421,"Looker, Josiah"
LJ0422,"Locke, Jonathan W."
LJ0423,"Locke, John"
LJ0424,"Lindy, Jacob"
LJ0425,"London, Jared"
LJ0426,"Lesher, James"
LJ0427,"Lee, Joshua"
LJ0428,"Lewis, John"
LJ0429,"Lane, Jacob"
LJ0430,"Letterman, John"
LJ0431,"Landon, Jarred"
LJ0432,"Lacock, John"
LJ0433,"Livingston, John"
LJ0434,"Loughrey, James"
LJ0435,"Lintumuth, John"
LJ0436,"Loud, Jacob"
LJ0437,"Lawrence, Jonathan"
LJ0438,"Lyon, James"
LJ0439,"Lattimer, James"
LJ0440,"Levers, Joseph"
LJ0441,"Lewis, James"
LJ0442,"Loughead, John"
LJ0443,"Lesley, James"
LJ0444,"Losey, Jesse"
LJ0445,"Lawson, James"
LJ0446,"Lesher, Jacob"
LJ0447,"Lefferts, John"
LJ0448,"Lowry, John G."
LJ0449,"Leisenring, John"
LJ0450,"Larosch, Jacob"
LJ0451,"Lanstoth, John G."
LJ0452,"Light, John"
LJ0453,"Linn, John H."
LJ0454,"Lightner, John"
LJ0455,"Linton, Joshua B."
LJ0456,"Lawrence, Joseph"
LJ0457,"Lausche, John, Jr."
LJ0458,"Liegler, John"
LJ0459,"Longstreth, Joshua"
LJ0460,"Lelly, Joseph"
LJ0461,"Lorain, John, Jr."
LJ0462,"Lindsay, John, Jr."
LJ0463,"Lawrence, Joseph"
LJ0464,"Leib, John"
LJ0465,"Lob, Jesse"
LJ0466,"Laughead, James"
LJ0467,"Livengood, John"
LJ0468,"Laurence, John"
LJ0469,"Leland, Joshua"
LJ0470,"Lyon, James"
LJ0471,"Lindy, Joel"
LJ0472,"Larrabee, John L."
LJ0473,"Langdon, John"
